date,index_name,value
1988-04-05,Trading,227.48
1988-04-06,Trading,227.48
1988-04-07,Trading,227.48
1988-04-08,Trading,234.02
1988-04-11,Trading,234.02
1988-04-14,Trading,234.95
1988-04-15,Trading,235.73
1988-04-18,Trading,235.73
1988-04-19,Trading,236.73
1988-04-20,Trading,239.2
1988-04-21,Trading,239.35
1988-04-22,Trading,236.17
1988-04-25,Trading,236.17
1988-04-26,Trading,232.18
1988-04-27,Trading,233.18
1988-04-28,Trading,231.99
1988-04-29,Trading,231.99
1988-05-03,Trading,231.99
1988-05-04,Trading,231.99
1988-05-05,Trading,233.07
1988-05-06,Trading,233.07
1988-05-09,Trading,233.07
1988-05-10,Trading,233.07
1988-05-11,Trading,233.07
1988-05-12,Trading,233.27
1988-05-13,Trading,233.27
1988-05-16,Trading,233.54
1988-05-17,Trading,233.54
1988-05-18,Trading,233.54
1988-05-19,Trading,233.54
1988-05-20,Trading,238.66
1988-05-24,Trading,238.66
1988-05-25,Trading,235.59
1988-05-26,Trading,238.39
1988-05-27,Trading,238.99
1988-06-01,Trading,236.89
1988-06-02,Trading,236.19
1988-06-03,Trading,236.19
1988-06-06,Trading,236.39
1988-06-07,Trading,236.39
1988-06-08,Trading,236.19
1988-06-09,Trading,236.19
1988-06-10,Trading,236.19
1988-06-13,Trading,236.19
1988-06-14,Trading,236.59
1988-06-15,Trading,236.59
1988-06-16,Trading,238.46
1988-06-17,Trading,236.08
1988-06-20,Trading,235.88
1988-06-21,Trading,236.62
1988-06-22,Trading,236.08
1988-06-23,Trading,236.08
1988-06-24,Trading,235.41
1988-06-27,Trading,235.41
1988-06-28,Trading,235.67
1988-06-30,Trading,235.06
1988-07-01,Trading,235.41
1988-07-04,Trading,235.41
1988-07-05,Trading,235.36
1988-07-06,Trading,235.36
1988-07-07,Trading,235.74
1988-07-08,Trading,234.55
1988-07-11,Trading,234.56
1988-07-12,Trading,233.59
1988-07-13,Trading,233.59
1988-07-14,Trading,232.22
1988-07-15,Trading,231.98
1988-07-18,Trading,232.52
1988-07-19,Trading,231.48
1988-07-20,Trading,230.7
1988-07-21,Trading,230.7
1988-07-22,Trading,226.74
1988-07-25,Trading,225.35
1988-07-26,Trading,225.35
1988-07-27,Trading,225.07
1988-07-29,Trading,225.07
1988-08-01,Trading,225.07
1988-08-02,Trading,213.88
1988-08-03,Trading,214.81
1988-08-04,Trading,214.81
1988-08-05,Trading,214.54
1988-08-08,Trading,214.54
1988-08-09,Trading,212.11
1988-08-10,Trading,212.11
1988-08-11,Trading,208.78
1988-08-12,Trading,197.83
1988-08-15,Trading,197.83
1988-08-16,Trading,197.62
1988-08-17,Trading,194.4
1988-08-18,Trading,193.7
1988-08-19,Trading,188.11
1988-08-22,Trading,188.62
1988-08-23,Trading,188.62
1988-08-24,Trading,187.54
1988-08-25,Trading,186.61
1988-08-29,Trading,181.49
1988-08-30,Trading,181.49
1988-08-31,Trading,181.49
1988-09-01,Trading,182.48
1988-09-02,Trading,181.31
1988-09-05,Trading,181.31
1988-09-06,Trading,181.31
1988-09-07,Trading,181.68
1988-09-08,Trading,181.52
1988-09-09,Trading,181.52
1988-09-12,Trading,181.72
1988-09-13,Trading,181.72
1988-09-14,Trading,181.68
1988-09-15,Trading,181.68
1988-09-16,Trading,181.68
1988-09-19,Trading,181.59
1988-09-20,Trading,181.59
1988-09-21,Trading,181.87
1988-09-22,Trading,181.87
1988-09-23,Trading,181.87
1988-09-26,Trading,178.37
1988-09-27,Trading,178.37
1988-09-28,Trading,187.52
1988-09-29,Trading,187.52
1988-09-30,Trading,187.52
1988-10-03,Trading,187.52
1988-10-04,Trading,187.52
1988-10-05,Trading,192.85
1988-10-06,Trading,192.85
1988-10-07,Trading,192.85
1988-10-10,Trading,193.93
1988-10-11,Trading,193.93
1988-10-12,Trading,194.22
1988-10-13,Trading,194.47
1988-10-14,Trading,194.47
1988-10-17,Trading,195.55
1988-10-18,Trading,191.64
1988-10-19,Trading,191.64
1988-10-20,Trading,191.37
1988-10-21,Trading,185.49
1988-10-26,Trading,185.42
1988-10-27,Trading,185.42
1988-10-28,Trading,185.42
1988-10-31,Trading,185.15
1988-11-01,Trading,185.42
1988-11-02,Trading,185.96
1988-11-04,Trading,182.47
1988-11-07,Trading,182.47
1988-11-08,Trading,182.47
1988-11-09,Trading,170.91
1988-11-11,Trading,170.91
1988-11-14,Trading,170.91
1988-11-15,Trading,170.91
1988-11-16,Trading,170.91
1988-11-17,Trading,169.74
1988-11-18,Trading,167.36
1988-11-21,Trading,165.66
1988-11-22,Trading,165.66
1988-11-24,Trading,165.08
1988-11-25,Trading,162.75
1988-11-28,Trading,162.75
1988-11-29,Trading,159.26
1988-11-30,Trading,155.76
1988-12-01,Trading,153.87
1988-12-02,Trading,155.04
1988-12-05,Trading,155.04
1988-12-06,Trading,155.04
1988-12-07,Trading,155.04
1988-12-08,Trading,163.19
1988-12-09,Trading,164.38
1988-12-12,Trading,164.38
1988-12-13,Trading,166.91
1988-12-14,Trading,167.72
1988-12-15,Trading,179.62
1988-12-16,Trading,186.41
1988-12-19,Trading,184.62
1988-12-21,Trading,203.01
1988-12-28,Trading,238.51
1988-12-29,Trading,237.35
1988-12-30,Trading,231.37
1989-01-02,Trading,244.03
1989-01-03,Trading,244.01
1989-01-04,Trading,243.14
1989-01-05,Trading,243.14
1989-01-06,Trading,243.14
1989-01-09,Trading,243.14
1989-01-10,Trading,239.11
1989-01-11,Trading,232.14
1989-01-12,Trading,232.41
1989-01-13,Trading,228.97
1989-01-16,Trading,228.97
1989-01-17,Trading,227.8
1989-01-18,Trading,228.25
1989-01-19,Trading,228.77
1989-01-20,Trading,228.77
1989-01-23,Trading,232.68
1989-01-24,Trading,233.76
1989-01-25,Trading,234.55
1989-01-26,Trading,235.34
1989-01-27,Trading,246.28
1989-01-30,Trading,245.89
1989-01-31,Trading,245.89
1989-02-01,Trading,244.81
1989-02-02,Trading,244.81
1989-02-03,Trading,244.27
1989-02-06,Trading,241.66
1989-02-07,Trading,241.66
1989-02-08,Trading,247.04
1989-02-09,Trading,245.01
1989-02-10,Trading,245.01
1989-02-13,Trading,247.17
1989-02-14,Trading,251.08
1989-02-15,Trading,251.08
1989-02-17,Trading,251.08
1989-02-21,Trading,251.47
1989-02-22,Trading,251.47
1989-02-23,Trading,251.47
1989-02-24,Trading,251.47
1989-02-27,Trading,250.4
1989-02-28,Trading,250.4
1989-03-01,Trading,250.4
1989-03-02,Trading,251.47
1989-03-03,Trading,249.6
1989-03-06,Trading,249.6
1989-03-07,Trading,247.82
1989-03-08,Trading,248.75
1989-03-09,Trading,249.29
1989-03-10,Trading,249.36
1989-03-13,Trading,249.36
1989-03-14,Trading,248.17
1989-03-15,Trading,248.17
1989-03-16,Trading,248.17
1989-03-17,Trading,250.5
1989-03-20,Trading,250.3
1989-03-22,Trading,250.3
1989-03-23,Trading,250.3
1989-03-27,Trading,249.6
1989-03-28,Trading,252.48
1989-03-29,Trading,255.09
1989-03-30,Trading,256.82
1989-03-31,Trading,261.44
1989-04-03,Trading,257.98
1989-04-04,Trading,257.98
1989-04-05,Trading,257.98
1989-04-06,Trading,257.98
1989-04-07,Trading,257.98
1989-04-10,Trading,255.96
1989-04-11,Trading,255.96
1989-04-12,Trading,255.42
1989-04-17,Trading,255.96
1989-04-18,Trading,255.96
1989-04-19,Trading,255.09
1989-04-21,Trading,255.09
1989-04-24,Trading,255.09
1989-04-25,Trading,255.09
1989-04-26,Trading,255.05
1989-04-27,Trading,255.03
1989-04-28,Trading,255.03
1989-05-02,Trading,255.03
1989-05-03,Trading,255.03
1989-05-04,Trading,254.99
1989-05-05,Trading,254.99
1989-05-08,Trading,254.67
1989-05-09,Trading,254.95
1989-05-10,Trading,261.88
1989-05-11,Trading,265.67
1989-05-12,Trading,265.67
1989-05-15,Trading,267.62
1989-05-16,Trading,267.62
1989-05-17,Trading,271.45
1989-05-18,Trading,272.77
1989-05-19,Trading,272.11
1989-05-24,Trading,271.84
1989-05-25,Trading,271.84
1989-05-26,Trading,274.25
1989-05-29,Trading,273.2
1989-05-30,Trading,265.11
1989-05-31,Trading,265.11
1989-06-01,Trading,264.04
1989-06-02,Trading,274.9
1989-06-05,Trading,266.86
1989-06-06,Trading,265.28
1989-06-07,Trading,266.62
1989-06-08,Trading,262.0
1989-06-09,Trading,262.0
1989-06-12,Trading,262.0
1989-06-13,Trading,259.69
1989-06-14,Trading,259.96
1989-06-15,Trading,259.42
1989-06-16,Trading,258.35
1989-06-19,Trading,264.13
1989-06-20,Trading,262.8
1989-06-21,Trading,262.02
1989-06-22,Trading,258.92
1989-06-23,Trading,259.18
1989-06-27,Trading,259.18
1989-06-28,Trading,258.92
1989-06-29,Trading,258.92
1989-06-30,Trading,258.92
1989-07-03,Trading,262.96
1989-07-04,Trading,262.42
1989-07-05,Trading,262.42
1989-07-06,Trading,263.0
1989-07-07,Trading,260.49
1989-07-10,Trading,259.62
1989-07-11,Trading,259.62
1989-07-12,Trading,259.62
1989-07-13,Trading,259.62
1989-07-14,Trading,259.62
1989-07-17,Trading,260.61
1989-07-19,Trading,260.61
1989-07-20,Trading,263.72
1989-07-21,Trading,269.49
1989-07-24,Trading,268.34
1989-07-25,Trading,269.55
1989-07-26,Trading,265.32
1989-07-27,Trading,269.42
1989-07-31,Trading,270.58
1989-08-01,Trading,270.58
1989-08-02,Trading,270.29
1989-08-03,Trading,269.42
1989-08-07,Trading,269.42
1989-08-08,Trading,269.42
1989-08-09,Trading,268.69
1989-08-10,Trading,265.69
1989-08-11,Trading,265.69
1989-08-14,Trading,262.48
1989-08-17,Trading,260.59
1989-08-18,Trading,250.83
1989-08-21,Trading,248.15
1989-08-22,Trading,247.88
1989-08-23,Trading,246.31
1989-08-24,Trading,245.5
1989-08-25,Trading,244.7
1989-08-29,Trading,244.43
1989-08-30,Trading,228.21
1989-08-31,Trading,228.21
1989-09-01,Trading,228.21
1989-09-04,Trading,228.47
1989-09-05,Trading,228.47
1989-09-06,Trading,228.47
1989-09-07,Trading,231.42
1989-09-08,Trading,231.42
1989-09-11,Trading,242.08
1989-09-12,Trading,254.26
1989-09-13,Trading,258.42
1989-09-15,Trading,250.81
1989-09-18,Trading,251.5
1989-09-19,Trading,247.63
1989-09-20,Trading,247.63
1989-09-21,Trading,247.43
1989-09-22,Trading,245.45
1989-09-25,Trading,244.92
1989-09-26,Trading,243.31
1989-09-27,Trading,243.31
1989-09-28,Trading,242.24
1989-09-29,Trading,242.43
1989-10-02,Trading,242.77
1989-10-03,Trading,241.39
1989-10-04,Trading,240.7
1989-10-05,Trading,241.04
1989-10-06,Trading,240.7
1989-10-09,Trading,240.7
1989-10-10,Trading,239.85
1989-10-11,Trading,239.85
1989-10-12,Trading,239.85
1989-10-16,Trading,239.85
1989-10-17,Trading,239.85
1989-10-18,Trading,240.92
1989-10-19,Trading,240.92
1989-10-20,Trading,241.91
1989-10-23,Trading,245.96
1989-10-24,Trading,245.96
1989-10-25,Trading,245.96
1989-10-26,Trading,259.32
1989-10-27,Trading,259.32
1989-10-30,Trading,258.24
1989-10-31,Trading,258.24
1989-11-01,Trading,258.56
1989-11-02,Trading,258.56
1989-11-03,Trading,258.56
1989-11-06,Trading,258.56
1989-11-07,Trading,257.49
1989-11-08,Trading,257.74
1989-11-09,Trading,261.05
1989-11-10,Trading,261.84
1989-11-13,Trading,262.96
1989-11-14,Trading,263.3
1989-11-15,Trading,267.42
1989-11-16,Trading,274.25
1989-11-17,Trading,273.72
1989-11-20,Trading,270.09
1989-11-21,Trading,274.41
1989-11-22,Trading,269.72
1989-11-23,Trading,268.11
1989-11-24,Trading,267.32
1989-11-27,Trading,266.38
1989-11-28,Trading,263.61
1989-11-29,Trading,262.32
1989-11-30,Trading,263.7
1989-12-01,Trading,265.09
1989-12-04,Trading,265.09
1989-12-05,Trading,265.09
1989-12-06,Trading,263.37
1989-12-07,Trading,263.53
1989-12-08,Trading,264.22
1989-12-11,Trading,265.26
1989-12-13,Trading,264.73
1989-12-14,Trading,261.7
1989-12-15,Trading,258.15
1989-12-18,Trading,258.15
1989-12-19,Trading,258.84
1989-12-20,Trading,258.84
1989-12-21,Trading,260.23
1989-12-22,Trading,258.84
1989-12-27,Trading,258.84
1989-12-28,Trading,259.53
1989-12-29,Trading,259.53
1990-01-02,Trading,263.85
1990-01-03,Trading,265.38
1990-01-04,Trading,266.07
1990-01-05,Trading,268.36
1990-01-08,Trading,268.36
1990-01-09,Trading,268.36
1990-01-11,Trading,269.06
1990-01-12,Trading,271.9
1990-01-16,Trading,271.9
1990-01-17,Trading,275.34
1990-01-18,Trading,277.48
1990-01-19,Trading,281.32
1990-01-22,Trading,281.32
1990-01-23,Trading,283.09
1990-01-24,Trading,283.09
1990-01-25,Trading,284.87
1990-01-26,Trading,288.15
1990-01-29,Trading,288.75
1990-01-30,Trading,291.12
1990-01-31,Trading,293.89
1990-02-01,Trading,295.27
1990-02-02,Trading,297.02
1990-02-06,Trading,297.02
1990-02-07,Trading,300.48
1990-02-08,Trading,303.55
1990-02-12,Trading,308.8
1990-02-13,Trading,318.84
1990-02-14,Trading,317.64
1990-02-15,Trading,318.5
1990-02-16,Trading,315.73
1990-02-19,Trading,316.26
1990-02-20,Trading,317.89
1990-02-21,Trading,318.19
1990-02-22,Trading,318.19
1990-02-23,Trading,318.73
1990-02-26,Trading,319.35
1990-02-27,Trading,324.7
1990-02-28,Trading,328.96
1990-03-01,Trading,329.34
1990-03-02,Trading,329.29
1990-03-05,Trading,340.96
1990-03-06,Trading,344.81
1990-03-07,Trading,361.16
1990-03-08,Trading,360.97
1990-03-09,Trading,360.97
1990-03-12,Trading,360.97
1990-03-13,Trading,357.75
1990-03-14,Trading,351.51
1990-03-15,Trading,349.54
1990-03-16,Trading,349.54
1990-03-19,Trading,347.27
1990-03-20,Trading,343.51
1990-03-21,Trading,340.55
1990-03-22,Trading,341.25
1990-03-23,Trading,344.71
1990-03-26,Trading,350.57
1990-03-27,Trading,350.57
1990-03-28,Trading,348.43
1990-03-29,Trading,348.82
1990-03-30,Trading,350.7
1990-04-02,Trading,358.26
1990-04-03,Trading,369.74
1990-04-04,Trading,396.25
1990-04-05,Trading,437.41
1990-04-06,Trading,460.41
1990-04-10,Trading,501.88
1990-04-11,Trading,557.88
1990-04-17,Trading,601.32
1990-04-18,Trading,600.48
1990-04-19,Trading,579.69
1990-04-20,Trading,560.78
1990-04-23,Trading,604.56
1990-04-24,Trading,613.13
1990-04-25,Trading,572.59
1990-04-26,Trading,528.34
1990-04-27,Trading,525.44
1990-04-30,Trading,520.49
1990-05-02,Trading,504.68
1990-05-03,Trading,491.32
1990-05-04,Trading,521.28
1990-05-07,Trading,546.39
1990-05-08,Trading,547.43
1990-05-11,Trading,546.88
1990-05-14,Trading,532.36
1990-05-15,Trading,516.07
1990-05-16,Trading,516.07
1990-05-17,Trading,496.32
1990-05-18,Trading,502.56
1990-05-21,Trading,488.24
1990-05-23,Trading,493.79
1990-05-24,Trading,501.41
1990-05-25,Trading,499.74
1990-05-28,Trading,499.74
1990-05-29,Trading,499.74
1990-05-30,Trading,499.05
1990-05-31,Trading,523.71
1990-06-01,Trading,584.99
1990-06-04,Trading,592.61
1990-06-05,Trading,596.07
1990-06-06,Trading,608.77
1990-06-08,Trading,640.24
1990-06-11,Trading,654.64
1990-06-12,Trading,613.72
1990-06-13,Trading,613.72
1990-06-14,Trading,522.26
1990-06-15,Trading,549.19
1990-06-18,Trading,551.21
1990-06-19,Trading,544.91
1990-06-20,Trading,556.95
1990-06-21,Trading,572.58
1990-06-22,Trading,614.53
1990-06-25,Trading,662.85
1990-06-26,Trading,694.91
1990-06-27,Trading,694.91
1990-06-28,Trading,694.91
1990-06-29,Trading,644.03
1990-07-02,Trading,651.11
1990-07-03,Trading,666.9
1990-07-04,Trading,691.75
1990-07-05,Trading,691.41
1990-07-06,Trading,691.06
1990-07-09,Trading,683.97
1990-07-10,Trading,683.97
1990-07-11,Trading,683.97
1990-07-12,Trading,690.9
1990-07-13,Trading,716.48
1990-07-16,Trading,753.27
1990-07-17,Trading,753.27
1990-07-18,Trading,850.29
1990-07-19,Trading,829.22
1990-07-20,Trading,843.41
1990-07-23,Trading,863.09
1990-07-24,Trading,866.99
1990-07-25,Trading,865.45
1990-07-26,Trading,872.18
1990-07-27,Trading,866.89
1990-07-30,Trading,860.58
1990-07-31,Trading,851.48
1990-08-01,Trading,847.2
1990-08-02,Trading,843.25
1990-08-03,Trading,847.04
1990-08-07,Trading,847.04
1990-08-08,Trading,834.41
1990-08-09,Trading,841.5
1990-08-10,Trading,858.06
1990-08-13,Trading,837.27
1990-08-14,Trading,798.68
1990-08-15,Trading,786.85
1990-08-16,Trading,770.06
1990-08-17,Trading,771.64
1990-08-20,Trading,801.86
1990-08-21,Trading,822.28
1990-08-22,Trading,829.96
1990-08-23,Trading,837.24
1990-08-24,Trading,834.91
1990-08-27,Trading,830.17
1990-08-28,Trading,856.1
1990-08-29,Trading,847.63
1990-08-30,Trading,736.4
1990-08-31,Trading,731.87
1990-09-03,Trading,722.37
1990-09-05,Trading,719.02
1990-09-06,Trading,716.34
1990-09-07,Trading,686.76
1990-09-10,Trading,686.76
1990-09-11,Trading,686.76
1990-09-12,Trading,684.0
1990-09-13,Trading,675.43
1990-09-14,Trading,657.4
1990-09-17,Trading,679.57
1990-09-18,Trading,688.15
1990-09-19,Trading,685.19
1990-09-20,Trading,688.72
1990-09-21,Trading,686.66
1990-09-24,Trading,701.14
1990-09-25,Trading,716.15
1990-09-26,Trading,700.67
1990-09-27,Trading,699.13
1990-09-28,Trading,692.94
1990-10-01,Trading,650.25
1990-10-04,Trading,649.29
1990-10-05,Trading,649.09
1990-10-08,Trading,649.09
1990-10-09,Trading,800.18
1990-10-10,Trading,801.87
1990-10-11,Trading,801.87
1990-10-12,Trading,795.96
1990-10-15,Trading,796.84
1990-10-16,Trading,801.71
1990-10-17,Trading,740.92
1990-10-18,Trading,738.78
1990-10-19,Trading,743.03
1990-10-22,Trading,769.02
1990-10-23,Trading,771.18
1990-10-24,Trading,770.75
1990-10-25,Trading,770.75
1990-10-26,Trading,770.75
1990-10-29,Trading,770.75
1990-10-30,Trading,770.75
1990-10-31,Trading,760.36
1990-11-01,Trading,765.97
1990-11-05,Trading,731.33
1990-11-06,Trading,714.18
1990-11-07,Trading,705.51
1990-11-08,Trading,696.85
1990-11-09,Trading,698.29
1990-11-12,Trading,698.58
1990-11-13,Trading,698.29
1990-11-14,Trading,698.72
1990-11-15,Trading,695.92
1990-11-16,Trading,706.41
1990-11-19,Trading,703.73
1990-11-20,Trading,696.8
1990-11-21,Trading,695.62
1990-11-22,Trading,695.62
1990-11-23,Trading,691.87
1990-11-26,Trading,691.87
1990-11-27,Trading,687.36
1990-11-28,Trading,686.18
1990-11-29,Trading,681.89
1990-11-30,Trading,668.03
1990-12-03,Trading,665.89
1990-12-04,Trading,648.13
1990-12-05,Trading,646.52
1990-12-06,Trading,648.56
1990-12-07,Trading,662.83
1990-12-10,Trading,663.43
1990-12-11,Trading,687.68
1990-12-12,Trading,699.32
1990-12-13,Trading,758.92
1990-12-14,Trading,766.82
1990-12-17,Trading,766.97
1990-12-18,Trading,766.54
1990-12-19,Trading,759.41
1990-12-20,Trading,758.23
1990-12-21,Trading,739.09
1990-12-27,Trading,738.23
1990-12-28,Trading,722.63
1991-01-02,Trading,725.55
1991-01-03,Trading,732.48
1991-01-04,Trading,738.5
1991-01-07,Trading,738.82
1991-01-08,Trading,738.28
1991-01-09,Trading,709.49
1991-01-10,Trading,709.49
1991-01-11,Trading,710.79
1991-01-15,Trading,689.17
1991-01-16,Trading,689.17
1991-01-17,Trading,641.11
1991-01-18,Trading,692.36
1991-01-21,Trading,692.36
1991-01-22,Trading,701.02
1991-01-23,Trading,704.49
1991-01-24,Trading,709.69
1991-01-25,Trading,701.12
1991-01-28,Trading,698.98
1991-01-30,Trading,687.95
1991-01-31,Trading,687.95
1991-02-01,Trading,680.79
1991-02-05,Trading,678.73
1991-02-06,Trading,678.73
1991-02-07,Trading,678.3
1991-02-08,Trading,678.3
1991-02-11,Trading,678.61
1991-02-12,Trading,680.76
1991-02-13,Trading,677.29
1991-02-14,Trading,676.43
1991-02-15,Trading,670.79
1991-02-18,Trading,670.79
1991-02-19,Trading,676.43
1991-02-20,Trading,683.99
1991-02-21,Trading,698.24
1991-02-22,Trading,709.11
1991-02-25,Trading,709.4
1991-02-26,Trading,715.8
1991-02-27,Trading,724.91
1991-03-01,Trading,740.13
1991-03-04,Trading,743.63
1991-03-05,Trading,777.13
1991-03-07,Trading,814.73
1991-03-08,Trading,816.47
1991-03-11,Trading,814.73
1991-03-12,Trading,808.82
1991-03-13,Trading,802.39
1991-03-14,Trading,802.39
1991-03-15,Trading,796.48
1991-03-18,Trading,796.48
1991-03-19,Trading,796.48
1991-03-20,Trading,802.39
1991-03-21,Trading,802.39
1991-03-22,Trading,802.39
1991-03-25,Trading,802.39
1991-03-26,Trading,802.1
1991-03-27,Trading,802.39
1991-03-28,Trading,802.39
1991-04-01,Trading,761.83
1991-04-02,Trading,764.54
1991-04-03,Trading,786.19
1991-04-04,Trading,790.52
1991-04-05,Trading,781.86
1991-04-08,Trading,781.86
1991-04-09,Trading,833.83
1991-04-10,Trading,837.81
1991-04-11,Trading,844.51
1991-04-16,Trading,844.02
1991-04-17,Trading,846.42
1991-04-18,Trading,848.79
1991-04-19,Trading,857.52
1991-04-22,Trading,857.52
1991-04-23,Trading,866.19
1991-04-24,Trading,920.53
1991-04-25,Trading,951.85
1991-04-26,Trading,962.14
1991-04-29,Trading,961.6
1991-04-30,Trading,958.39
1991-05-02,Trading,963.11
1991-05-03,Trading,962.14
1991-05-06,Trading,963.11
1991-05-07,Trading,962.67
1991-05-08,Trading,963.11
1991-05-09,Trading,963.54
1991-05-10,Trading,997.86
1991-05-13,Trading,1000.02
1991-05-14,Trading,999.49
1991-05-15,Trading,997.32
1991-05-16,Trading,997.32
1991-05-17,Trading,1005.98
1991-05-20,Trading,1005.98
1991-05-21,Trading,1005.98
1991-05-23,Trading,1014.65
1991-05-24,Trading,1013.46
1991-05-29,Trading,1013.46
1991-05-30,Trading,1011.87
1991-05-31,Trading,1018.8
1991-06-03,Trading,1018.26
1991-06-04,Trading,1029.51
1991-06-05,Trading,1045.54
1991-06-06,Trading,1097.94
1991-06-07,Trading,1098.38
1991-06-10,Trading,1102.89
1991-06-11,Trading,1125.98
1991-06-12,Trading,1134.84
1991-06-13,Trading,1150.99
1991-06-14,Trading,1177.79
1991-06-17,Trading,1226.29
1991-06-18,Trading,1229.24
1991-06-19,Trading,1218.38
1991-06-20,Trading,1204.89
1991-06-21,Trading,1203.56
1991-06-24,Trading,1206.1
1991-06-25,Trading,1206.1
1991-06-27,Trading,1212.85
1991-06-28,Trading,1212.26
1991-07-01,Trading,1212.26
